player,format,matches,innings_count,total_runs,total_balls,total_fours,total_sixes,dismissals,avg_sr,avg_boundary,avg_dot_pct,highest_score,fifties,hundreds,ducks,batting_avg,consistency,balls_bowled,runs_given,wickets,matches_bowled,dot_balls,overs_bowled,economy,bowling_avg,strike_rate_bowl,dot_pct_bowl,role,formats_played,bat_impact,bowl_impact,impact_score,cluster,pca_x,pca_y
Abbas Afridi,T20I,15.0,15.0,135.0,119.0,10.0,10.0,11.0,110.78266666666669,16.657333333333334,56.07133333333333,22.0,0.0,0.0,1.0,12.27,13.33,417.0,602.0,38.0,23.0,163.0,69.5,8.66,15.84,10.97,39.09,Allrounder,T20I,23.829275811968753,46.46677637764891,32.88,3.0,1.147556022715913,1.1933641239945272
Abbas Ghani,T20I,21.0,21.0,522.0,340.0,51.0,26.0,20.0,140.38047619047617,22.83047619047619,48.686190476190475,66.0,5.0,0.0,4.0,26.1,42.86,247.0,385.0,23.0,17.0,101.0,41.2,9.34,16.74,10.74,40.89,Allrounder,T20I,39.851629172945565,44.08818606023448,41.55,3.0,3.4453681839370294,0.07355608178852745
Abdul Bashir,T20I,,,,,,,,,,,,,,,,,72.0,118.0,2.0,4.0,33.0,12.0,9.83,59.0,36.0,45.83,Bowler,T20I,0.0,39.21260218521416,15.69,,,
Abdul Hashim,T20I,15.0,15.0,131.0,154.0,10.0,2.0,11.0,62.224,3.228666666666667,59.91133333333333,30.0,0.0,0.0,5.0,11.91,20.0,,,,,,,,,,,Batter,T20I,14.974082396790866,0.0,8.98,,,
Abdul Majid,T20I,,,,,,,,,,,,,,,,,120.0,120.0,5.0,6.0,57.0,20.0,6.0,24.0,24.0,47.5,Bowler,T20I,0.0,51.17792152972177,20.47,,,
Abdul Majid Abbasi,T20I,20.0,20.0,47.0,88.0,1.0,1.0,8.0,66.786,6.0,54.714,8.0,0.0,0.0,5.0,5.88,0.0,1576.0,1493.0,65.0,74.0,797.0,262.7,5.68,22.97,24.25,50.57,Allrounder,T20I,10.615603132606605,58.519079820014184,29.78,0.0,-1.750193600260383,0.1887694085914559
Abdul Naser Baluch,T20I,9.0,9.0,53.0,54.0,1.0,4.0,9.0,77.02333333333334,7.105555555555556,64.86888888888889,16.0,0.0,0.0,2.0,5.89,0.0,275.0,330.0,18.0,13.0,138.0,45.8,7.21,18.33,15.28,50.18,Allrounder,T20I,12.034619834556937,51.065913249410315,27.65,0.0,-1.4998582889182996,0.8036232171150848
Abdul Rahman,T20I,7.0,7.0,117.0,117.0,9.0,1.0,5.0,76.97857142857143,7.217142857142856,48.21,67.0,1.0,0.0,1.0,23.4,28.57,,,,,,,,,,,Batter,T20I,23.456020504963206,0.0,14.07,,,
Abdul Razzaq,ODI,100.0,100.0,2327.0,2604.0,174.0,67.0,68.0,89.60690000000001,8.8205,50.8451,109.0,11.0,2.0,4.0,34.22,44.0,4373.0,3694.0,96.0,112.0,2564.0,728.8,5.07,38.48,45.55,58.63,Allrounder,ODI+T20I,32.61522378152232,64.03111466218616,45.18,2.0,0.26886063036956487,-2.8018707081236816
Abdul Razzaq,T20I,28.0,28.0,388.0,324.0,21.0,21.0,17.0,115.75678571428573,12.032857142857145,40.768214285714286,46.0,0.0,0.0,2.0,22.82,28.57,327.0,386.0,20.0,21.0,155.0,54.5,7.08,19.3,16.35,47.4,Allrounder,ODI+T20I,28.814114334557704,50.576096611237475,37.52,3.0,1.5015528159331375,-0.40819221291420943
Abdul Samad,IPL,56.0,56.0,815.0,555.0,52.0,51.0,43.0,131.85285714285715,16.398214285714285,38.794642857142854,45.0,0.0,0.0,4.0,18.95,33.93,,,,,,,,,,,Batter,IPL+T20I,31.95514106841034,0.0,19.17,,,
Abdul Samad,T20I,9.0,9.0,89.0,89.0,5.0,3.0,4.0,92.75222222222222,4.664444444444444,41.486666666666665,44.0,0.0,0.0,0.0,22.25,11.11,262.0,181.0,16.0,16.0,173.0,43.7,4.14,11.31,16.38,66.03,Allrounder,IPL+T20I,19.954454251578014,63.1402906360009,37.23,2.0,-0.8767690307477138,-1.8510392559214495
Abdul Shakoor,T20I,12.0,12.0,158.0,180.0,12.0,1.0,10.0,80.3125,6.328333333333333,44.854166666666664,27.0,0.0,0.0,0.0,15.8,33.33,,,,,,,,,,,Batter,T20I,21.853581271919378,0.0,13.11,,,
Abdul Waheed,T20I,45.0,45.0,1180.0,912.0,118.0,37.0,39.0,109.99088888888888,13.763777777777776,43.01733333333333,110.0,7.0,1.0,1.0,30.26,48.89,132.0,161.0,5.0,13.0,52.0,22.0,7.32,32.2,26.4,39.39,Allrounder,T20I,35.963601752563854,45.07703263907245,39.61,3.0,2.3920361403668213,-0.7478146721853507
Abdul Wahid,T20I,10.0,10.0,170.0,131.0,13.0,8.0,6.0,102.893,11.249,40.607,72.0,1.0,0.0,1.0,28.33,20.0,156.0,238.0,10.0,9.0,62.0,26.0,9.15,23.8,15.6,39.74,Allrounder,T20I,27.405482540044975,42.35485917613667,33.39,3.0,1.838848582145257,0.6930520684783706
Abdul-Shakoor Rahimzei,T20I,18.0,18.0,262.0,238.0,21.0,7.0,14.0,96.12555555555556,9.527222222222225,50.84222222222222,59.0,1.0,0.0,2.0,18.71,27.78,99.0,99.0,6.0,7.0,47.0,16.5,6.0,16.5,16.5,47.47,Allrounder,T20I,24.54869230565554,51.86821388600967,35.48,2.0,0.3347778694323348,-0.6151409002327598
Abdullah Akbarjan,T20I,13.0,13.0,58.0,84.0,3.0,1.0,9.0,60.97076923076923,3.870769230769231,56.05692307692308,13.0,0.0,0.0,2.0,6.44,0.0,428.0,492.0,28.0,21.0,150.0,71.3,6.9,17.57,15.29,35.05,Allrounder,T20I,9.374042619548893,47.941967611314865,24.8,1.0,-1.292256678175919,1.4598486178864316
Abdullah Jasat,T20I,7.0,7.0,35.0,29.0,2.0,2.0,5.0,96.36428571428571,9.025714285714283,50.19428571428572,17.0,0.0,0.0,2.0,7.0,0.0,138.0,179.0,7.0,7.0,63.0,23.0,7.78,25.57,19.71,45.65,Allrounder,T20I,14.994579832156191,46.781891215144526,27.71,1.0,-0.22053753854932373,1.3008595208080918
Abdullah Mahmood,T20I,7.0,7.0,15.0,22.0,0.0,0.0,5.0,83.80999999999999,0.0,42.379999999999995,6.0,0.0,0.0,1.0,3.0,0.0,208.0,224.0,13.0,13.0,77.0,34.7,6.46,17.23,16.0,37.02,Allrounder,T20I,8.834326507758758,48.152286665389184,24.56,1.0,-0.9840767802862863,1.5421168240738337
Abdullah Rana,T20I,5.0,5.0,42.0,27.0,4.0,2.0,4.0,126.666,20.0,45.834,25.0,0.0,0.0,1.0,10.5,20.0,132.0,186.0,14.0,8.0,48.0,22.0,8.45,13.29,9.43,36.36,Allrounder,T20I,27.462855373499643,44.02905436260626,34.09,3.0,2.2073842533197903,1.2795097086969476
Abdullah Shafique,ODI,26.0,26.0,679.0,869.0,62.0,17.0,24.0,54.04384615384615,5.903846153846154,70.03961538461539,113.0,6.0,1.0,5.0,28.29,50.0,,,,,,,,,,,Batter,ODI,26.99581904655037,0.0,16.2,,,
Abdullah Sheikh,T20I,,,,,,,,,,,,,,,,,72.0,79.0,2.0,4.0,31.0,12.0,6.58,39.5,36.0,43.06,Bowler,T20I,0.0,46.97790542596405,18.79,,,
Abdullahi Ismail,T20I,,,,,,,,,,,,,,,,,84.0,96.0,4.0,4.0,43.0,14.0,6.86,24.0,21.0,51.19,Bowler,T20I,0.0,50.3836496617654,20.15,,,
Abdur Rauf,ODI,,,,,,,,,,,,,,,,,214.0,217.0,8.0,4.0,122.0,35.7,6.08,27.12,26.75,57.01,Bowler,ODI,0.0,54.04255548733457,21.62,,,
Abdur Razzak,ODI,79.0,79.0,644.0,854.0,47.0,17.0,52.0,64.36025316455697,4.821772151898735,57.75860759493671,53.0,1.0,0.0,11.0,12.38,12.66,6250.0,4923.0,163.0,121.0,3589.0,1041.7,4.73,30.2,38.34,57.42,Allrounder,ODI+T20I,14.588115637692127,71.29904049583968,37.27,4.0,-2.129156276956548,-1.3475500591880376
Abdur Razzak,T20I,15.0,15.0,37.0,66.0,1.0,0.0,8.0,44.722,0.7406666666666666,66.852,9.0,0.0,0.0,5.0,4.62,0.0,609.0,719.0,34.0,28.0,263.0,101.5,7.08,21.15,17.91,43.19,Allrounder,ODI+T20I,5.9815995585082815,50.3976882047492,23.75,0.0,-2.5132472117720077,1.1368615615995274
Abdur Rehman,ODI,22.0,22.0,132.0,222.0,10.0,1.0,15.0,60.22904761904762,3.8057142857142856,61.222857142857144,31.0,0.0,0.0,5.0,8.8,9.09,1564.0,1130.0,29.0,30.0,882.0,260.7,4.33,38.97,53.93,56.39,Allrounder,ODI+T20I,11.84882783419968,58.64863180977081,30.57,0.0,-2.333248121260087,-0.8547335428376662
Abdur Rehman,T20I,,,,,,,,,,,,,,,,,138.0,156.0,11.0,7.0,63.0,23.0,6.78,14.18,12.55,45.65,Bowler,ODI+T20I,0.0,50.24973522703385,20.1,,,
Abhijeet Ahuja,T20I,16.0,16.0,313.0,322.0,25.0,7.0,16.0,71.96,7.0125,57.965625,75.0,2.0,0.0,2.0,19.56,37.5,,,,,,,,,,,Batter,T20I,23.53836158205811,0.0,14.12,,,
Abhishek Ahuja,T20I,12.0,12.0,246.0,216.0,19.0,10.0,12.0,82.44833333333334,9.188333333333333,55.666666666666664,61.0,2.0,0.0,3.0,20.5,50.0,,,,,,,,,,,Batter,T20I,28.21697044541782,0.0,16.93,,,
Abhishek Anand,T20I,15.0,15.0,227.0,192.0,20.0,13.0,13.0,91.10733333333332,11.488,57.03,55.0,1.0,0.0,1.0,17.46,26.67,,,,,,,,,,,Batter,T20I,24.260732918210593,0.0,14.56,,,
Abhishek Sharma,IPL,86.0,86.0,2297.0,1344.0,217.0,138.0,78.0,142.1589534883721,20.555116279069768,41.93802325581395,141.0,14.0,2.0,5.0,29.45,45.35,365.0,558.0,11.0,36.0,104.0,60.8,9.18,50.73,33.18,28.49,Allrounder,IPL+T20I,41.34989820977298,36.64224244392363,39.47,3.0,4.074959412282997,0.5138688747218925
Abhishek Sharma,T20I,45.0,45.0,1438.0,755.0,139.0,96.0,41.0,152.91666666666666,26.222666666666665,48.62311111111111,135.0,12.0,2.0,6.0,35.07,53.33,165.0,240.0,7.0,19.0,46.0,27.5,8.73,34.29,23.57,27.88,Allrounder,IPL+T20I,47.92124519604269,38.38439282643144,44.11,3.0,4.79201699416101,-0.13736707482333954
Abid Ali,ODI,6.0,6.0,234.0,250.0,29.0,0.0,6.0,70.3,11.156666666666666,67.89666666666666,112.0,2.0,1.0,1.0,39.0,66.67,,,,,,,,,,,Batter,ODI,37.121179779695545,0.0,22.27,,,
Abishek Porel,IPL,31.0,31.0,696.0,480.0,69.0,27.0,29.0,132.98548387096776,19.005806451612905,40.58032258064516,65.0,3.0,0.0,2.0,24.0,48.39,,,,,,,,,,,Batter,IPL,37.86788869480596,0.0,22.72,,,
Abraar Khan,T20I,5.0,5.0,19.0,42.0,0.0,0.0,4.0,32.212,0.0,68.964,12.0,0.0,0.0,1.0,4.75,0.0,,,,,,,,,,,Batter,T20I,4.543401055831067,0.0,2.73,,,
Abrar Ahmed,ODI,5.0,5.0,28.0,29.0,5.0,0.0,1.0,90.666,15.334,55.334,23.0,0.0,0.0,2.0,28.0,20.0,864.0,658.0,29.0,16.0,473.0,144.0,4.57,22.69,29.79,54.75,Allrounder,ODI+T20I,27.749788477300182,58.924355885719464,40.22,2.0,0.26869009581767594,-1.846462713631555
Abrar Ahmed,T20I,5.0,5.0,4.0,12.0,0.0,0.0,2.0,25.0,0.0,75.0,2.0,0.0,0.0,2.0,2.0,0.0,788.0,901.0,50.0,36.0,337.0,131.3,6.86,18.02,15.76,42.77,Allrounder,ODI+T20I,2.987921932490801,52.486801294275665,22.79,0.0,-3.3231216712277827,1.0908181548643023
Abrar Bilal,T20I,6.0,6.0,64.0,72.0,3.0,1.0,5.0,81.96666666666667,4.391666666666667,48.89166666666667,19.0,0.0,0.0,0.0,12.8,0.0,,,,,,,,,,,Batter,T20I,13.590881151432189,0.0,8.15,,,
Abu Hider,T20I,,,,,,,,,,,,,,,,,174.0,290.0,5.0,10.0,66.0,29.0,10.0,58.0,34.8,37.93,Bowler,T20I,0.0,36.701840037891394,14.68,,,
Abu Jayed,ODI,,,,,,,,,,,,,,,,,108.0,121.0,5.0,2.0,54.0,18.0,6.72,24.2,21.6,50.0,Bowler,ODI,0.0,50.388167768067646,20.16,,,
Abubacarr Kuyateh,T20I,8.0,8.0,51.0,72.0,7.0,2.0,8.0,32.55625,5.08625,84.42625,33.0,0.0,0.0,4.0,6.38,12.5,150.0,211.0,6.0,8.0,69.0,25.0,8.44,35.17,25.0,46.0,Allrounder,T20I,9.683134304519552,44.58829139125396,23.65,0.0,-2.518163964620816,1.0091404329790001
Abul Farhad,T20I,5.0,5.0,12.0,25.0,1.0,0.0,3.0,44.572,4.0,67.428,6.0,0.0,0.0,1.0,4.0,0.0,201.0,292.0,15.0,11.0,97.0,33.5,8.72,19.47,13.4,48.26,Allrounder,T20I,7.107111948160175,46.80361481481842,22.99,0.0,-2.16922693796585,1.515010474673388
Abul Hasan,ODI,,,,,,,,,,,,,,,,,216.0,245.0,0.0,7.0,104.0,36.0,6.81,,,48.15,Bowler,ODI,0.0,30.877426549549796,12.35,,,
Adam Senn,T20I,13.0,13.0,224.0,175.0,15.0,9.0,9.0,98.85384615384616,10.473846153846154,43.74461538461538,66.0,2.0,0.0,1.0,24.89,23.08,312.0,331.0,12.0,15.0,158.0,52.0,6.37,27.58,26.0,50.64,Allrounder,T20I,26.303421899148134,51.730485789443826,36.47,2.0,0.7681698529638106,-0.770866818477916
Adeel Raja,ODI,5.0,5.0,13.0,76.0,1.0,0.0,1.0,20.856,1.428,83.42999999999999,8.0,0.0,0.0,2.0,13.0,0.0,280.0,288.0,6.0,7.0,129.0,46.7,6.17,48.0,46.67,46.07,Allrounder,ODI,6.695072936057891,48.507507893942815,23.42,0.0,-3.310861207727482,0.24635698717384324
Adhitya Shetty,ODI,,,,,,,,,,,,,,,,,60.0,56.0,1.0,1.0,29.0,10.0,5.6,56.0,60.0,48.33,Bowler,ODI,0.0,49.34937667102861,19.74,,,
Adil Butt,T20I,20.0,20.0,635.0,379.0,68.0,38.0,18.0,148.626,23.7595,50.677,94.0,6.0,0.0,2.0,35.28,60.0,396.0,528.0,24.0,19.0,194.0,66.0,8.0,22.0,16.5,48.99,Allrounder,T20I,47.4431202395673,49.23386587432035,48.16,3.0,3.7243913358213567,-1.635836112368554
Adil Khan,T20I,,,,,,,,,,,,,,,,,84.0,122.0,6.0,5.0,42.0,14.0,8.71,20.33,14.0,50.0,Bowler,T20I,0.0,46.46826667169777,18.59,,,
Aditya Panwar,T20I,,,,,,,,,,,,,,,,,83.0,122.0,6.0,6.0,35.0,13.8,8.84,20.33,13.83,42.17,Bowler,T20I,0.0,43.70624062329069,17.48,,,
Adnan Idrees,T20I,29.0,29.0,374.0,281.0,48.0,15.0,28.0,104.38413793103447,17.978965517241377,62.02103448275862,56.0,1.0,0.0,6.0,13.36,20.69,491.0,631.0,31.0,28.0,186.0,81.8,7.71,20.35,15.84,37.88,Allrounder,T20I,25.66763991527496,47.1318825259282,34.25,3.0,1.024775649577195,0.6504834015838893
Adnan Ilyas,T20I,8.0,8.0,150.0,146.0,11.0,3.0,8.0,85.49375,7.08125,46.8925,49.0,0.0,0.0,0.0,18.75,50.0,,,,,,,,,,,Batter,T20I,26.924993048798818,0.0,16.15,,,
Adnan Mirza,T20I,9.0,9.0,130.0,102.0,22.0,2.0,9.0,120.95777777777776,22.128888888888888,50.39444444444444,30.0,0.0,0.0,0.0,14.44,22.22,180.0,242.0,7.0,11.0,66.0,30.0,8.07,34.57,25.71,36.67,Allrounder,T20I,29.501414510958124,42.57993534627641,34.73,3.0,2.254214079126526,0.8667647037789585
Adnan Mufti,ODI,15.0,15.0,328.0,398.0,27.0,1.0,10.0,81.05066666666667,6.754,45.048,57.0,1.0,0.0,0.0,32.8,40.0,,,,,,,,,,,Batter,ODI,28.934683414098515,0.0,17.36,,,
Adnan Razzaq,T20I,,,,,,,,,,,,,,,,,96.0,144.0,3.0,6.0,34.0,16.0,9.0,48.0,32.0,35.42,Bowler,T20I,0.0,38.70344328822885,15.48,,,
Afif Hossain,ODI,27.0,27.0,594.0,680.0,54.0,9.0,24.0,85.78740740740741,9.432592592592592,51.36296296296296,85.0,2.0,0.0,2.0,24.75,40.74,111.0,116.0,3.0,10.0,49.0,18.5,6.27,38.67,37.0,44.14,Allrounder,ODI+T20I,28.135409089703664,48.15410786506536,36.14,2.0,0.7088632966565741,-0.9382477727778133
Afif Hossain,T20I,58.0,58.0,1031.0,852.0,79.0,36.0,47.0,101.63862068965516,10.693620689655171,46.04034482758621,77.0,3.0,0.0,6.0,21.94,43.1,186.0,252.0,10.0,21.0,72.0,31.0,8.13,25.2,18.6,38.71,Allrounder,ODI+T20I,29.79536434232848,44.132858142627555,35.53,3.0,1.6435872392926942,0.06853353706273872
Aftab Ahmed,ODI,55.0,55.0,1061.0,1416.0,116.0,22.0,51.0,75.67763636363637,10.23,63.53618181818182,81.0,5.0,0.0,3.0,20.8,34.55,402.0,379.0,4.0,18.0,166.0,67.0,5.66,94.75,100.5,41.29,Allrounder,ODI+T20I,25.246382289373035,44.134960224173895,32.8,2.0,-0.040744134397285435,-0.7908371611237789
Aftab Ahmed,T20I,11.0,11.0,203.0,170.0,22.0,5.0,9.0,118.15454545454546,16.58909090909091,45.42181818181818,62.0,1.0,0.0,0.0,22.56,27.27,,,,,,,,,,,Batter,ODI+T20I,30.643679902034066,0.0,18.39,,,
Aftab Hussain,T20I,,,,,,,,,,,,,,,,,228.0,252.0,16.0,10.0,94.0,38.0,6.63,15.75,14.25,41.23,Bowler,T20I,0.0,49.51505398549993,19.81,,,
Aftab Kayani,T20I,,,,,,,,,,,,,,,,,90.0,101.0,9.0,6.0,50.0,15.0,6.73,11.22,10.0,55.56,Bowler,T20I,0.0,53.54957194538485,21.42,,,
Afzaal Haider,ODI,,,,,,,,,,,,,,,,,78.0,123.0,2.0,2.0,30.0,13.0,9.46,61.5,39.0,38.46,Bowler,ODI,0.0,37.48098635722969,14.99,,,
Agha Salman,ODI,39.0,39.0,1479.0,1524.0,129.0,28.0,30.0,96.8397435897436,10.95,46.855384615384615,134.0,12.0,3.0,0.0,49.3,66.67,1042.0,1037.0,18.0,34.0,492.0,173.7,5.97,57.61,57.89,47.22,Allrounder,ODI+T20I,43.59313780385789,49.64716946838716,46.01,2.0,2.2546496085875947,-2.9192291688484517
Agha Salman,T20I,45.0,45.0,819.0,666.0,76.0,26.0,38.0,101.90733333333333,12.862444444444444,48.150888888888886,76.0,5.0,0.0,4.0,21.55,28.89,114.0,150.0,6.0,13.0,38.0,19.0,7.89,25.0,19.0,33.33,Allrounder,ODI+T20I,27.89917680104754,42.5944932349454,33.78,3.0,1.6597762372175027,0.584119939821399
Ahmad Khalid Ahmadzai,T20I,,,,,,,,,,,,,,,,,78.0,94.0,6.0,4.0,32.0,13.0,7.23,15.67,13.0,41.03,Bowler,T20I,0.0,47.22216857808971,18.89,,,
Ahmad Ramdoni,T20I,60.0,60.0,836.0,945.0,61.0,29.0,42.0,89.048,9.374166666666667,50.67316666666667,46.0,0.0,0.0,3.0,19.9,30.0,,,,,,,,,,,Batter,T20I,24.56696931349788,0.0,14.74,,,
Ahmad Raza,T20I,,,,,,,,,,,,,,,,,78.0,103.0,2.0,5.0,33.0,13.0,7.92,51.5,39.0,42.31,Bowler,T20I,0.0,42.85677092367648,17.14,,,
Ahmadullah Shinwari,T20I,12.0,12.0,85.0,90.0,8.0,1.0,8.0,92.925,12.444166666666666,58.62916666666666,34.0,0.0,0.0,4.0,10.62,16.67,481.0,576.0,22.0,27.0,245.0,80.2,7.18,26.18,21.86,50.94,Allrounder,T20I,20.56343555245981,51.10952661934896,32.78,1.0,-0.16822734529309666,0.1348976297819259
Ahmed Aqeel,T20I,30.0,30.0,574.0,477.0,29.0,19.0,17.0,108.412,7.855,33.65833333333333,65.0,1.0,0.0,2.0,33.76,40.0,162.0,179.0,5.0,14.0,58.0,27.0,6.63,35.8,32.4,35.8,Allrounder,T20I,32.26442070840604,45.1490575167916,37.42,3.0,2.1696563731995595,-0.6378214468602719
Ahmed Baladraf,T20I,,,,,,,,,,,,,,,,,78.0,84.0,7.0,4.0,35.0,13.0,6.46,12.0,11.14,44.87,Bowler,T20I,0.0,50.5020503007304,20.2,,,
Ahmed Faiz,T20I,63.0,63.0,1367.0,1103.0,101.0,56.0,53.0,104.72079365079364,11.386190476190476,43.93888888888889,105.0,7.0,1.0,5.0,25.79,41.27,,,,,,,,,,,Batter,T20I,31.542042383806773,0.0,18.93,,,
Ahmed Faiz Mohammad Noor,T20I,18.0,18.0,397.0,343.0,38.0,9.0,17.0,105.5,12.19111111111111,41.035,58.0,1.0,0.0,1.0,23.35,50.0,,,,,,,,,,,Batter,T20I,32.447739276989374,0.0,19.47,,,
Ahmed Hassan,T20I,34.0,34.0,764.0,665.0,53.0,40.0,28.0,98.72441176470588,11.519411764705882,52.10617647058823,59.0,2.0,0.0,2.0,27.29,50.0,,,,,,,,,,,Batter,T20I,32.87026713323039,0.0,19.72,,,
Ahmed Raza,ODI,36.0,36.0,391.0,630.0,28.0,8.0,30.0,56.82861111111111,4.512222222222222,64.62416666666667,50.0,1.0,0.0,5.0,13.03,13.89,2494.0,1757.0,57.0,47.0,1428.0,415.7,4.23,30.82,43.75,57.26,Allrounder,ODI+T20I,14.206676108806636,62.409408030307006,33.49,0.0,-2.3250920936085815,-1.341368443600052
Ahmed Raza,T20I,16.0,16.0,108.0,133.0,3.0,5.0,11.0,75.28375,5.3575,55.84125,22.0,0.0,0.0,4.0,9.82,6.25,818.0,905.0,29.0,43.0,320.0,136.3,6.64,31.21,28.21,39.12,Allrounder,ODI+T20I,13.65805781540706,48.7858956158486,27.71,1.0,-0.8750763553667265,0.8630560539378428
Ahmed Shehzad,ODI,80.0,80.0,2555.0,3540.0,262.0,18.0,77.0,60.715250000000005,7.4905,68.673625,124.0,19.0,6.0,7.0,33.18,48.75,115.0,140.0,2.0,9.0,35.0,19.2,7.29,70.0,57.5,30.43,Allrounder,ODI+T20I,30.592311649910357,38.9681215037258,33.94,2.0,0.549671995877983,-0.5843666014487506
Ahmed Shehzad,T20I,58.0,58.0,1436.0,1245.0,151.0,33.0,56.0,102.02862068965516,14.077586206896552,50.51189655172414,111.0,8.0,1.0,2.0,25.64,43.1,,,,,,,,,,,Batter,ODI+T20I,32.78909230697648,0.0,19.67,,,
Ahmed Wardak,T20I,5.0,5.0,48.0,49.0,5.0,1.0,3.0,80.95599999999999,9.51,52.838,29.0,0.0,0.0,0.0,16.0,20.0,155.0,169.0,10.0,8.0,56.0,25.8,6.55,16.9,15.5,36.13,Allrounder,T20I,20.6175019818188,47.42199891754586,31.34,1.0,0.23506567090380584,0.40712194346399944
Ahmer Bin Nisar,T20I,70.0,70.0,1413.0,1097.0,117.0,48.0,46.0,122.68528571428573,15.357857142857142,38.402142857142856,62.0,6.0,0.0,1.0,30.72,35.71,,,,,,,,,,,Batter,T20I,35.24411111554441,0.0,21.15,,,
Ahsan Abbasi,T20I,5.0,5.0,63.0,69.0,7.0,0.0,4.0,95.076,10.372,51.416,18.0,0.0,0.0,0.0,15.75,0.0,,,,,,,,,,,Batter,T20I,18.218508094889202,0.0,10.93,,,
Ahsan Khan,T20I,,,,,,,,,,,,,,,,,126.0,235.0,5.0,10.0,52.0,21.0,11.19,47.0,25.2,41.27,Bowler,T20I,0.0,36.06223062383222,14.42,,,
Ahsan Malik,ODI,,,,,,,,,,,,,,,,,201.0,197.0,8.0,5.0,104.0,33.5,5.88,24.62,25.12,51.74,Bowler,ODI+T20I,0.0,53.01076850120995,21.2,,,
Ahsan Malik,T20I,6.0,6.0,22.0,21.0,1.0,1.0,1.0,130.37,18.518333333333334,38.14833333333333,11.0,0.0,0.0,1.0,22.0,0.0,447.0,594.0,30.0,23.0,165.0,74.5,7.97,19.8,14.9,36.91,Allrounder,ODI+T20I,26.87317968597719,46.210826789411115,34.61,3.0,2.3353671304433505,1.088624583297301
Ainool Hafizs,T20I,29.0,29.0,184.0,192.0,12.0,4.0,25.0,92.22241379310344,8.096896551724138,41.23758620689655,21.0,0.0,0.0,1.0,7.36,3.45,,,,,,,,,,,Batter,T20I,15.029055128942629,0.0,9.02,,,
Aizaz Cheema,ODI,6.0,6.0,26.0,45.0,2.0,0.0,1.0,61.61666666666667,3.03,57.325,9.0,0.0,0.0,0.0,26.0,0.0,658.0,609.0,23.0,14.0,348.0,109.7,5.55,26.48,28.61,52.89,Allrounder,ODI+T20I,15.332286923458362,55.33938702592391,31.34,0.0,-1.5155567372134129,-0.7349370121069673
Aizaz Cheema,T20I,,,,,,,,,,,,,,,,,102.0,119.0,8.0,5.0,34.0,17.0,7.0,14.88,12.75,33.33,Bowler,ODI+T20I,0.0,45.53414968712997,18.21,,,
Aizaz Khan,ODI,10.0,10.0,143.0,211.0,12.0,5.0,9.0,55.028,5.502999999999999,67.748,44.0,0.0,0.0,1.0,15.89,30.0,494.0,481.0,13.0,13.0,263.0,82.3,5.84,37.0,38.0,53.24,Allrounder,ODI+T20I,18.501262552155048,53.03721312591719,32.32,0.0,-1.5570836480878918,-1.00492988285348
Aizaz Khan,T20I,79.0,79.0,1021.0,924.0,73.0,27.0,64.0,95.21455696202533,9.01240506329114,44.547721518987345,48.0,0.0,0.0,9.0,15.95,26.58,1523.0,2026.0,95.0,83.0,616.0,253.8,7.98,21.33,16.03,40.45,Allrounder,ODI+T20I,23.05344409648082,53.24219954976843,35.13,4.0,0.7156782682025223,0.38976742739067965
Ajay Kumar,ODI,,,,,,,,,,,,,,,,,221.0,175.0,11.0,4.0,137.0,36.8,4.76,15.91,20.09,61.99,Bowler,ODI,0.0,59.67527242225265,23.87,,,
Ajhar Alam,T20I,,,,,,,,,,,,,,,,,66.0,109.0,3.0,3.0,23.0,11.0,9.91,36.33,22.0,34.85,Bowler,T20I,0.0,37.48859590469743,15.0,,,
Ajin Soman,T20I,,,,,,,,,,,,,,,,,96.0,116.0,8.0,5.0,41.0,16.0,7.25,14.5,12.0,42.71,Bowler,T20I,0.0,47.99164138489648,19.2,,,
Akash Deep,IPL,5.0,5.0,25.0,14.0,2.0,2.0,3.0,182.5,27.5,45.0,17.0,0.0,0.0,2.0,8.33,0.0,278.0,554.0,10.0,14.0,94.0,46.3,11.97,55.4,27.8,33.81,Allrounder,IPL,31.095518183834763,31.79074310942169,31.37,3.0,4.005421715626188,3.216579792500863
Akash Madhwal,IPL,,,,,,,,,,,,,,,,,352.0,598.0,23.0,17.0,113.0,58.7,10.19,26.0,15.3,32.1,Bowler,IPL,0.0,38.7079739044872,15.48,,,
Akash Singh,IPL,,,,,,,,,,,,,,,,,205.0,326.0,9.0,10.0,73.0,34.2,9.53,36.22,22.78,35.61,Bowler,IPL,0.0,39.12324487406507,15.65,,,
Akeem Jordan,ODI,,,,,,,,,,,,,,,,,66.0,57.0,1.0,2.0,45.0,11.0,5.18,57.0,66.0,68.18,Bowler,ODI,0.0,56.46716071679326,22.59,,,
Akhil Anil,T20I,20.0,20.0,222.0,192.0,17.0,10.0,14.0,99.993,12.3095,50.27,52.0,1.0,0.0,2.0,15.86,20.0,332.0,370.0,19.0,19.0,147.0,55.3,6.69,19.47,17.47,44.28,Allrounder,T20I,23.588319983998748,50.329037776910155,34.28,3.0,0.6087204578278216,0.044966756571276294
